Mч,Tч,Si_ч,Mn_ч,C_ч,P_ч,S_ч,Mл,Si_л,Mn_л,C_л,P_л,S_л,М_ф1,М_ф2,М_ф3,М_ф3,М_ф3,М_мш,tд,Vд,Мм,Tм,Si_м,Mn_м,C_м,P_м,S_м,tM,Mш
305,1395,0.6433,0.249,4.7316,0.0552,0.021,106,0.199434,0.598302,0.199434,0.019943,0.019943,21980,6439,0,4098,2013,1.525,20.92,23393,372.78,1632,0.004,0.063,0.044,0.007,0.029,8.5,57.4
305,1442,0.59,0.19,4.78,0.049,0.024,105,0.127512,0.523,0.093642,0.011954,0.011954,16167,8771,0,4058,2011,1.525,18.95,21495,371.87,1604,0.003,0.051,0.036,0.005,0.017,7.9,52.8
300,1424,0.5,0.2213,4.7253,0.052,0.0265,110,0.19146,0.590441,0.186371,0.018895,0.018897,14111,3835,0,4162,2019,1.5,17.8,20022,371.87,1627,0.004,0.066,0.046,0.011,0.026,7.8,48.8
305,1418,0.65,0.27,4.55,0.056,0.022,105,0.16435,0.564357,0.147156,0.01603,0.01603,18131,1707,0,4150,2015,1.525,19.5,21243,371.87,1641,0.004,0.088,0.054,0.013,0.027,9,55.6
305,1405,0.63,0.29,4.6,0.058,0.019,106,0.180317,0.579127,0.171111,0.017815,0.017815,18127,3155,0,4182,2016,1.525,20.1,21659,372.78,1642,0.003,0.108,0.068,0.015,0.027,8.7,55.3
305,1418,0.5787,0.2948,4.6295,0.0635,0.0254,112,0.17988,0.578267,0.167639,0.017383,0.01739,17953,1031,0,4004,1839,1.525,18.47,20915,378.22,1593,0.003,0.078,0.069,0.009,0.034,7.4,53.4
305,1425,0.4595,0.2549,4.7397,0.0541,0.0243,110,0.180545,0.580091,0.171273,0.017836,0.017836,17981,0,0,3982,1834,1.525,18.48,20915,376.41,1614,0.003,0.086,0.051,0.014,0.034,8.3,46.9
305,1400,0.4941,0.239,4.5733,0.0539,0.0257,111,0.185919,0.587595,0.175108,0.017946,0.017954,17975,2075,0,3942,2013,1.525,18.47,20956,377.31,1596,0.003,0.075,0.043,0.007,0.023,7.4,49.3
320,1385,0.4084,0.2064,4.5198,0.0535,0.0318,91,0.187231,0.585956,0.17844,0.018198,0.018204,13964,3062,0,4120,1833,1.6,17.85,20140,372.78,1620,0.016,0.065,0.061,0.012,0.034,7.4,41.9
315,1393,0.36,0.19,4.77,0.043,0.031,92,0.187804,0.587413,0.179109,0.018261,0.018267,13947,5029,0,4037,2015,1.575,18,20366,369.15,1618,0.005,0.062,0.059,0.011,0.033,7.5,39.5
305,1415,0.4569,0.3023,4.7636,0.0652,0.02,105,0.193549,0.595366,0.188215,0.019036,0.01904,21912,1009,0,4034,2016,1.525,19.53,21410,371.87,1635,0.003,0.069,0.038,0.008,0.02,6.7,46.9
305,1421,0.4687,0.2138,4.7353,0.0502,0.0239,107,0.192143,0.5917,0.18661,0.018884,0.018888,14992,4003,0,4027,2007,1.525,18.67,20729,373.68,1628,0.003,0.07,0.044,0.01,0.021,6,47.2
305,1411,0.6,0.2,4.6,0.053,0.027,107,0.127521,0.523037,0.093649,0.011955,0.011955,15012,3983,0,4008,2000,1.525,18.32,20290,373.68,1621,0.003,0.051,0.034,0.009,0.014,7.8,52.7
305,1393,0.5048,0.3243,4.7274,0.0672,0.018,105,0.128366,0.5265,0.094269,0.012034,0.012034,13955,2002,0,3978,2003,1.525,17.98,19727,371.87,1631,0.004,0.085,0.039,0.009,0.012,7.5,47.1
310,1398,0.485,0.2518,4.6907,0.0564,0.0236,102,0.192112,0.590658,0.187426,0.018967,0.01897,17914,2014,0,4130,2016,1.55,19.27,21271,373.68,1614,0.004,0.079,0.046,0.012,0.029,7.3,47.7
310,1380,0.3792,0.2698,4.9755,0.0573,0.0273,100,0.136296,0.459225,0.124158,0.013344,0.013344,13998,2193,0,3994,2014,1.55,17.23,19610,371.87,1618,0.004,0.062,0.035,0.012,0.02,7.6,40.4
305,1397,0.5541,0.2557,4.8443,0.0541,0.0235,105,0.127878,0.5245,0.09391,0.011989,0.011989,15951,3018,0,4025,2001,1.525,19.28,20812,371.87,1659,0.003,0.091,0.04,0.016,0.016,7.5,50
305,1424,0.5,0.19,4.61,0.044,0.025,104,0.184855,0.58687,0.173644,0.017851,0.017859,16236,3801,0,4046,2030,1.525,18.98,20633,370.96,1641,0.003,0.072,0.05,0.011,0.025,7.7,48.3
305,1443,0.46,0.19,4.81,0.046,0.026,107,0.200561,0.601682,0.200561,0.020056,0.020056,17979,2515,0,4086,2017,1.525,18.75,20249,373.68,1645,0.004,0.059,0.037,0.008,0.033,7.5,47.2
300,1384,0.42,0.3,4.52,0.064,0.024,109,0.128235,0.525963,0.094172,0.012022,0.012022,17959,2366,0,4091,2021,1.5,19.65,20552,370.96,1597,0.004,0.068,0.043,0.006,0.015,6.6,43.9
300,1424,0.42,0.19,4.64,0.048,0.029,110,0.214721,1.159199,0.110067,0.012914,0.008936,13980,2678,0,4074,2019,1.5,19.37,20299,371.87,1651,0.004,0.08,0.038,0.01,0.029,5.6,45.1
300,1430,0.3427,0.19,4.65,0.049,0.0298,113,0.167002,0.563894,0.151837,0.016343,0.016343,13970,2574,0,4190,2034,1.5,18.6,20742,374.59,1647,0.003,0.069,0.041,0.008,0.031,7.7,40.9
315,1398,0.44,0.28,4.87,0.062,0.026,101,0.183139,0.582208,0.171257,0.017604,0.017613,14005,2020,0,4150,1916,1.575,43.87,20883,377.31,1622,0.006,0.063,0.05,0.018,0.021,7,44.8
305,1405,0.53,0.31,4.63,0.069,0.024,108,0.182394,0.58239,0.172801,0.017894,0.017897,13903,1022,0,3978,1856,1.525,18.53,20823,374.59,1652,0.004,0.134,0.092,0.023,0.023,7.6,49.7
300,1415,0.6467,0.2583,4.575,0.0573,0.0247,111,0.183467,0.581014,0.176085,0.018173,0.018173,13912,4068,0,3986,1851,1.5,18.8,21238,372.78,1619,0.003,0.079,0.05,0.015,0.022,6.8,56
305,1430,0.5669,0.2392,4.6538,0.0553,0.0274,107,0.189327,0.588617,0.18185,0.018486,0.018492,13864,4037,0,4026,1876,1.525,18.48,20947,373.68,1634,0.005,0.09,0.067,0.015,0.024,7.7,51.9
305,1428,0.599,0.2384,4.823,0.0545,0.0232,106,0.191512,0.592242,0.185097,0.018768,0.018773,13922,2036,0,4035,2003,1.525,17.8,20098,372.78,1608,0.004,0.077,0.056,0.012,0.026,8.1,53.1
305,1428,0.443,0.2171,4.89,0.0514,0.0281,106,0.197298,0.596816,0.196111,0.019702,0.019702,17950,1007,0,3997,2009,1.525,19.53,21360,372.78,1626,0.005,0.073,0.045,0.012,0.024,6.8,45.8
305,1407,0.5282,0.2543,4.6208,0.0566,0.0232,106,0.18886,0.588274,0.181773,0.018518,0.018522,19074,3880,0,3962,2009,1.525,24.55,22652,372.78,1620,0.004,0.046,0.051,0.009,0.035,6.4,50.6
310,1406,0.5542,0.2648,4.7168,0.0581,0.021,102,0.193974,0.59502,0.189229,0.019114,0.019117,17951,995,0,4008,2013,1.55,19.18,20821,373.68,1645,0.004,0.04,0.038,0.008,0.031,10.8,51.1
310,1401,0.4073,0.2531,4.7921,0.0576,0.0252,101,0.193498,0.592954,0.188983,0.01908,0.019083,15941,2956,0,4209,2019,1.55,25.02,20366,372.78,1645,0.003,0.083,0.046,0.009,0.02,6.1,43.4
310,1389,0.5058,0.2682,4.6405,0.0599,0.023,101,0.197525,0.599242,0.195109,0.019608,0.01961,15990,2994,0,4045,2020,1.55,20.27,22368,372.78,1613,0.003,0.051,0.04,0.01,0.024,6.4,48.5
310,1366,0.47,0.26,4.63,0.059,0.025,101,0.20382,1.173931,0.090576,0.011527,0.007349,13961,2116,0,4039,2016,1.55,19,20571,372.78,1624,0.004,0.08,0.029,0.016,0.015,6.3,46.3
310,1429,0.45,0.2,4.79,0.05,0.025,102,0.195059,0.594853,0.192725,0.019451,0.019451,18825,1974,0,4051,2014,1.55,19,20676,373.68,1654,0.003,0.07,0.048,0.006,0.014,6.4,46.1
310,1388,0.4177,0.2674,4.791,0.0612,0.026,103,0.217167,1.208131,0.106113,0.012697,0.008374,19965,1993,0,4078,2021,1.55,18.58,20509,374.59,1614,0.003,0.08,0.047,0.006,0.022,6.3,45.2
310,1374,0.41,0.27,4.76,0.062,0.025,101,0.19415,0.596004,0.189239,0.019122,0.019125,17939,2996,0,4049,2015,1.55,19.95,21656,372.78,1597,0.003,0.062,0.044,0.009,0.023,6.2,43.8
310,1427,0.5539,0.2169,4.7429,0.0507,0.0184,101,0.167126,0.565109,0.149043,0.015993,0.015999,15993,4608,0,4007,2022,1.55,18.97,20660,372.78,1697,0.004,0.065,0.034,0.009,0.02,6.2,50.7
310,1439,0.5757,0.2279,4.8637,0.0496,0.0182,100,0.19471,0.593292,0.19139,0.019273,0.019275,20047,5243,0,4078,2017,1.55,19.92,22084,371.87,1673,0.003,0.051,0.067,0.004,0.019,6.5,52.8
310,1421,0.4916,0.2419,4.8236,0.0536,0.0219,100,0.19459,0.59481,0.19059,0.01922,0.019223,16120,5072,0,4105,2021,1.55,18.72,20541,371.87,1616,0.004,0.067,0.05,0.011,0.029,6.6,47.9
290,1438,0.6338,0.2279,4.7617,0.051,0.0154,88,0.193852,0.594102,0.189307,0.019114,0.019117,20110,2681,0,4085,2017,1.45,18.58,20392,342.85,1662,0.004,0.072,0.051,0.009,0.023,6.1,51
300,1414,0.684,0.245,4.913,0.0518,0.018,110,0.187126,0.726777,0.151468,0.016237,0.015225,18411,506,0,4077,2019,1.5,50.32,20499,371.87,1608,0.005,0.1,0.059,0.013,0.021,6.5,57.9
300,1425,0.6893,0.2327,4.8647,0.0556,0.0189,81,0.192086,0.589889,0.187148,0.018914,0.018917,21962,6073,0,4081,1852,1.5,19.1,21559,345.57,1624,0.003,0.063,0.061,0.007,0.021,6.1,54.3
295,1420,0.658,0.279,4.7951,0.059,0.0146,116,0.1375,0.579034,0.095569,0.011922,0.011616,13969,3032,0,3988,2011,1.475,18.8,20300,372.78,1632,0.004,0.073,0.049,0.012,0.016,6.2,56
290,1398,0.53,0.3,4.98,0.066,0.018,90,0.188062,0.589454,0.178906,0.018259,0.018266,21928,0,0,4385,2010,1.45,19.33,21775,344.66,1653,0.003,0.041,0.04,0.005,0.019,5.7,46.3
295,1431,0.5675,0.2305,4.79,0.0536,0.017,117,0.127453,0.522756,0.093598,0.011949,0.011949,15968,0,0,4330,2010,1.475,40.92,20913,373.68,1609,0.004,0.053,0.035,0.01,0.018,6.1,51.4
300,1405,0.65,0.3,4.79,0.065,0.015,110,0.16686,0.56637,0.14832,0.01596,0.015966,13975,3294,0,4317,2234,1.5,17.97,20207,371.87,1628,0.006,0.076,0.043,0.013,0.025,3.6,55.7
300,1441,0.5623,0.2217,4.7393,0.0526,0.0187,111,0.191948,0.593746,0.185461,0.018807,0.018812,19938,0,0,4332,2011,1.5,23.28,21844,372.78,1595,0.004,0.048,0.038,0.007,0.02,5.9,52.4
300,1432,0.5297,0.21,4.8493,0.0481,0.0191,110,0.191295,0.591649,0.184858,0.018745,0.01875,13967,3013,0,4118,1994,1.5,18.98,20620,371.87,1631,0.004,0.051,0.038,0.009,0.024,5.9,50.1
300,1427,0.5878,0.2715,4.7622,0.0569,0.016,111,0.189225,0.587365,0.184477,0.018811,0.018811,15957,4855,0,4055,2001,1.5,19.55,21023,372.78,1642,0.004,0.071,0.037,0.016,0.022,5.9,53.7
300,1450,0.58,0.22,4.88,0.049,0.016,110,0.128,0.525,0.094,0.012,0.012,21986,2168,0,4062,2018,1.5,19.05,20604,371.87,1625,0.003,0.074,0.041,0.011,0.009,6,52.5
300,1429,0.5403,0.2327,4.7703,0.0515,0.0173,108,0.181931,0.582008,0.170709,0.017659,0.017665,15979,3258,0,4064,2016,1.5,49.15,21699,370.06,1603,0.004,0.037,0.04,0.007,0.023,5.7,50.4
310,1377,0.3948,0.2836,4.6313,0.0617,0.0187,102,0.169546,0.568374,0.153699,0.016425,0.016429,20021,1993,0,1973,2016,1.55,19.62,20952,373.68,1639,0.004,0.09,0.058,0.008,0.023,5.9,42.7
300,1430,0.6658,0.2533,4.81,0.056,0.0159,112,0.128229,0.525938,0.094168,0.012021,0.012021,23937,2725,0,4059,2015,1.5,20.08,21487,373.68,1607,0.003,0.056,0.06,0.006,0.011,5.9,57.5
290,1434,0.67,0.22,4.73,0.051,0.015,93,0.128138,0.525565,0.094101,0.012013,0.012013,24016,1997,0,6213,2016,1.45,18.73,19680,347.38,1658,0.004,0.083,0.042,0.009,0.009,5.3,53.5
300,1401,0.41,0.29,4.73,0.064,0.02,111,0.127885,0.524527,0.093915,0.011989,0.011989,16945,1003,0,4120,2016,1.5,19.37,20868,372.78,1587,0.003,0.07,0.049,0.009,0.016,6.2,43.4
300,1432,0.6667,0.2533,4.6713,0.0545,0.014,110,0.127884,0.524523,0.093915,0.011989,0.011989,24091,3773,0,4044,2013,1.5,19.22,20985,371.87,1611,0.003,0.071,0.037,0.008,0.01,6,57.4
290,1403,0.491,0.2486,4.7893,0.0542,0.0214,91,0.189984,0.588148,0.18339,0.018604,0.018609,20496,4342,0,4026,2009,1.45,19.33,21124,345.57,1616,0.009,0.056,0.029,0.006,0.027,5.5,45
300,1382,0.416,0.266,4.738,0.061,0.0235,113,0.127434,0.522677,0.093584,0.011947,0.011947,22051,4818,0,4005,2012,1.5,20.43,21869,374.59,1573,0.003,0.045,0.054,0.003,0.032,6.2,45.4
290,1429,0.5945,0.2579,4.8128,0.0545,0.0154,91,0.1882,0.586437,0.180288,0.018347,0.018353,20439,5708,0,3809,2012,1.45,21,21213,345.57,1620,0.003,0.035,0.031,0.005,0.02,5.1,50.1
290,1423,0.5172,0.2335,4.8276,0.0521,0.0226,90,0.221066,1.485122,0.057601,0.008657,0.002176,19989,6612,0,3927,2020,1.45,18.9,20460,344.66,1675,0.004,0.117,0.035,0.009,0.012,5.6,46.8
290,1413,0.71,0.28,4.7,0.058,0.016,90,0.208748,1.4013,0.054586,0.008197,0.002089,20408,7038,0,3962,2022,1.45,19.38,21379,344.66,1670,0.003,0.125,0.078,0.006,0.009,5.9,56
290,1431,0.5579,0.219,4.8183,0.0486,0.0227,91,0.200098,1.342648,0.05243,0.007869,0.002021,20468,7060,0,3857,2013,1.45,19.18,19863,345.57,1633,0.003,0.111,0.044,0.008,0.015,5.6,48.8
315,1449,0.5605,0.2,4.7883,0.0457,0.0217,114,0.192031,0.592199,0.186645,0.018914,0.018917,22049,3326,0,4086,2016,1.575,21.07,22461,389.1,1607,0.003,0.063,0.077,0.01,0.032,5.6,55
300,1430,0.5067,0.2083,4.8667,0.0472,0.0228,111,0.173262,0.571884,0.159374,0.016856,0.016859,16075,551,0,4131,2008,1.5,59.02,23439,372.78,1593,0.003,0.041,0.048,0.009,0.025,16.2,48.8
310,1375,0.4,0.27,4.52,0.062,0.039,100,0.160645,0.541996,0.243139,0.016075,0.016332,18059,3099,0,4135,1997,1.55,19.53,21053,371.87,1570,0.003,0.052,0.066,0.006,0.023,5.8,42.6
295,1440,0.538,0.2,4.7954,0.0469,0.0222,116,0.186462,0.586623,0.178729,0.018338,0.018341,14032,3862,0,4106,2005,1.475,25.25,21010,372.78,1618,0.003,0.061,0.052,0.014,0.03,6,51.2
300,1390,0.575,0.265,4.65,0.055,0.02,112,0.186063,0.568045,0.271777,0.019063,0.019288,14041,2775,0,4117,1998,1.5,18.73,20811,373.68,1611,0.003,0.07,0.056,0.015,0.026,5.9,52.6
290,1393,0.5107,0.259,4.7035,0.0545,0.0243,92,0.183567,0.562942,0.287828,0.018907,0.019182,16019,2195,0,4134,1999,1.45,19.45,20781,346.47,1562,0.004,0.045,0.07,0.013,0.026,5.7,45.1
300,1376,0.558,0.262,4.615,0.0554,0.0246,112,0.184183,0.567335,0.268112,0.018768,0.018995,20080,3472,0,4132,2004,1.5,19.2,21542,373.68,1599,0.005,0.059,0.048,0.012,0.035,5.8,52.8
305,1375,0.54,0.28,4.57,0.059,0.027,105,0.170514,0.569286,0.15659,0.016724,0.016724,16071,1628,0,4027,2011,1.525,29.77,21962,371.87,1608,0.003,0.072,0.059,0.011,0.021,5.6,49.9
305,1391,0.6,0.35,4.77,0.065,0.015,107,0.182991,0.56215,0.273271,0.018925,0.019159,16056,1006,0,4049,2003,1.525,59.07,22402,373.68,1611,0.004,0.095,0.048,0.015,0.014,5.7,53.4
270,1426,0.6748,0.22,4.8607,0.0474,0.0163,90,0.167304,0.545983,0.266302,0.017118,0.017399,20079,2993,0,4035,2017,1.35,18.72,19952,326.52,1651,0.005,0.077,0.043,0.008,0.017,5.7,50.8
290,1401,0.6179,0.3138,4.5655,0.0612,0.0158,92,0.156422,0.539397,0.217037,0.015464,0.015672,22070,1990,0,4051,1999,1.45,19.68,21043,346.47,1602,0.004,0.06,0.045,0.005,0.02,5.1,50.7
305,1433,0.58,0.21,4.82,0.05,0.022,106,0.200755,0.602264,0.200755,0.020075,0.020075,21021,1997,0,4068,2019,1.525,19.98,21656,372.78,1674,0.004,0.099,0.052,0.017,0.03,7,53.4
305,1419,0.603,0.21,4.8154,0.0486,0.0197,106,0.187626,0.569648,0.268192,0.019239,0.019448,15997,4457,0,4764,2019,1.525,19.95,21915,372.78,1649,0.005,0.053,0.04,0.011,0.023,5.8,54
290,1390,0.6783,0.2345,4.7276,0.0501,0.0166,90,0.207821,1.026087,0.168103,0.014405,0.011407,22026,5780,0,4091,2013,1.45,19.02,21008,344.66,1669,0.003,0.059,0.034,0.005,0.01,7.3,54.5
300,1393,0.6627,0.2947,4.6633,0.058,0.0139,111,0.185216,0.565595,0.271703,0.018982,0.01921,20472,4526,0,4022,2028,1.5,19.55,22113,372.78,1606,0.004,0.061,0.054,0.008,0.027,6.2,58
300,1437,0.716,0.262,4.6613,0.0551,0.014,111,0.213046,1.23518,0.092468,0.011603,0.007061,16108,6917,0,4151,2016,1.5,19.28,21419,372.78,1659,0.005,0.096,0.043,0.014,0.016,5.6,60.8
300,1415,0.6052,0.2872,4.9458,0.0584,0.0169,113,0.191603,0.591222,0.185656,0.018805,0.018809,20099,1980,0,4126,2011,1.5,19.6,22000,374.59,1680,0.005,0.11,0.048,0.014,0.019,5.5,55.2
305,1410,0.54,0.29,4.96,0.059,0.018,107,0.190919,0.592051,0.183928,0.018674,0.018679,16056,4404,0,4146,2011,1.525,19.45,21626,373.68,1633,0.005,0.071,0.046,0.011,0.024,5.6,51
295,1418,0.61,0.27,4.65,0.056,0.015,115,0.166205,0.564457,0.150329,0.016247,0.016247,14080,3278,0,4095,2013,1.475,19.12,21055,371.87,1600,0.004,0.055,0.065,0.014,0.029,6.1,54.1
300,1405,0.6,0.33,4.78,0.065,0.013,111,0.275546,0.579662,0.394809,0.022094,0.019391,16059,2724,0,4081,2018,1.5,18,20340,372.78,1664,0.004,0.113,0.056,0.019,0.016,6.3,55.6
305,1411,0.6738,0.2362,4.7949,0.0526,0.0167,107,0.191405,0.591754,0.18505,0.018761,0.018766,20053,3370,0,4091,2030,1.525,19.52,21823,373.68,1599,0.004,0.076,0.07,0.012,0.028,5.9,58.2
300,1420,0.75,0.3,4.55,0.059,0.017,110,0.275833,0.580841,0.395562,0.022058,0.019331,14002,3972,0,4058,2014,1.5,18.32,20659,371.87,1617,0.005,0.095,0.077,0.02,0.029,6,62.7
300,1413,0.7533,0.2733,4.7767,0.0583,0.0207,111,0.167942,0.566959,0.152719,0.016436,0.016436,15948,5017,0,3955,2016,1.5,18.95,21520,372.78,1606,0.004,0.062,0.052,0.009,0.024,5.5,61.5
305,1385,0.61,0.31,4.57,0.065,0.02,111,0.127654,0.523581,0.093746,0.011968,0.011968,17952,3025,0,4162,1996,1.525,18.62,21117,377.31,1608,0.004,0.077,0.064,0.005,0.014,5.9,54.2
305,1395,0.43,0.29,4.85,0.062,0.023,107,0.179245,0.579112,0.169267,0.01769,0.01769,13964,1971,0,4199,2082,1.525,18.33,20775,373.68,1601,0.006,0.108,0.059,0.011,0.018,5.4,44.6
300,1410,0.637,0.2788,4.6038,0.0608,0.025,112,0.18125,0.581518,0.172143,0.017911,0.017911,15964,5019,0,4056,1982,1.5,19.3,21919,373.68,1610,0.006,0.108,0.096,0.027,0.025,5.3,56.2
305,1398,0.5795,0.2641,4.8146,0.0559,0.0251,105,0.123666,0.502958,0.18595,0.012183,0.012423,21450,3063,0,4022,2003,1.525,19.2,19853,371.87,1620,0.003,0.095,0.043,0.006,0.015,5.4,52.1
290,1385,0.56,0.3,4.81,0.062,0.023,82,0.188124,0.588607,0.179344,0.018288,0.018294,20504,6716,0,4031,2004,1.45,19.8,21962,337.4,1687,0.005,0.101,0.09,0.008,0.022,5,47
305,1416,0.4448,0.2349,4.7557,0.0521,0.0275,106,0.171396,0.552099,0.256594,0.017632,0.017868,20274,2817,0,4074,2019,1.525,19.55,22660,372.78,1605,0.003,0.046,0.039,0.006,0.033,5.3,46.1
305,1381,0.61,0.29,4.68,0.059,0.022,105,0.190476,0.571429,0.285714,0.019762,0.02,16416,4250,0,4096,2026,1.525,19.47,21801,371.87,1648,0.007,0.071,0.052,0.009,0.029,5.5,54.2
305,1410,0.53,0.29,4.69,0.058,0.018,105,0.193895,0.5922,0.190086,0.019162,0.019165,18405,3387,0,4128,2024,1.525,19.08,21595,371.87,1613,0.005,0.067,0.052,0.007,0.026,5.2,50.4
300,1373,0.3433,0.1973,4.8653,0.05,0.0353,102,0.192282,0.580441,0.250239,0.019649,0.019796,13974,6191,0,4174,2011,1.5,19.22,21602,364.61,1616,0.005,0.045,0.062,0.006,0.035,5,39.9
290,1388,0.45,0.31,4.66,0.062,0.021,90,0.235258,1.5817,0.061076,0.009187,0.002276,22044,2225,0,4211,2033,1.45,18.82,21165,344.66,1663,0.004,0.105,0.041,0.006,0.014,5.6,43.5
290,1410,0.5,0.31,4.77,0.059,0.02,92,0.240476,1.636435,0.058872,0.00898,0.001696,22076,3884,0,4213,2023,1.45,30.18,22736,346.47,1658,0.004,0.089,0.039,0.005,0.01,6.2,46.6
290,1388,0.45,0.3,4.83,0.063,0.025,90,0.241536,1.643644,0.059131,0.00902,0.001704,20074,2730,0,4235,2033,1.45,18.73,21006,344.66,1689,0.003,0.114,0.078,0.005,0.013,7.6,43.4
290,1390,0.5636,0.3291,4.6009,0.0642,0.0186,91,0.14589,0.598901,0.11389,0.011934,0.010651,20038,2771,0,4261,2021,1.45,18.62,20737,345.57,1669,0.005,0.119,0.034,0.011,0.015,8.1,47.6
310,1394,0.4384,0.2792,4.6882,0.0595,0.026,102,0.19005,0.591254,0.182402,0.018548,0.018554,18085,2200,0,4235,2015,1.55,19.82,22335,373.68,1624,0.004,0.048,0.035,0.006,0.026,8.3,45.3
305,1418,0.4043,0.2575,4.7084,0.0552,0.0263,106,0.187917,0.570312,0.279879,0.019357,0.019595,16086,543,0,4442,2018,1.525,41.32,21729,372.78,1568,0.003,0.055,0.062,0.012,0.027,0.3,43.4
320,1398,0.2056,0.2016,4.7163,0.0538,0.0488,90,0.181062,0.560972,0.285728,0.018554,0.018837,15954,2366,0,4099,2024,1.6,49.32,21890,371.87,1588,0.003,0.061,0.039,0.005,0.03,8.5,31.1
310,1381,0.3942,0.2494,4.8194,0.0556,0.0321,101,0.167723,0.54505,0.256634,0.017277,0.017525,16005,3024,0,3968,2043,1.55,18.42,20801,372.78,1588,0.003,0.074,0.066,0.017,0.027,8.4,42.3
310,1395,0.43,0.23,4.79,0.055,0.027,102,0.17549,0.554118,0.266863,0.018127,0.018373,19902,2008,0,3990,2017,1.55,25.67,23038,373.68,1593,0.004,0.094,0.075,0.021,0.034,8,44.9
310,1400,0.3623,0.2539,4.8655,0.0605,0.0326,106,0.170377,0.551038,0.255094,0.017519,0.017755,22050,3548,0,4068,2027,1.55,19.3,21949,377.31,1590,0.003,0.044,0.047,0.005,0.025,7.6,42.6
310,1425,0.3527,0.2347,4.7908,0.0554,0.0285,100,0.17958,0.56082,0.27158,0.01823,0.018486,13967,0,0,6370,2019,1.55,27.3,21849,371.87,1579,0.003,0.053,0.044,0.01,0.028,7.9,39.8
310,1415,0.4807,0.2819,4.8023,0.0637,0.024,103,0.179398,0.559631,0.268718,0.018204,0.018452,19824,0,0,3989,2018,1.55,19.17,21206,374.59,1602,0.004,0.055,0.051,0.008,0.038,7.9,47.4
310,1373,0.57,0.31,4.64,0.067,0.02,106,0.189706,0.589739,0.182234,0.018524,0.01853,19969,3405,0,4021,2016,1.55,19.1,21479,377.31,1610,0.003,0.076,0.055,0.009,0.028,9,53.2
310,1397,0.6039,0.2987,4.6457,0.0631,0.0206,101,0.199604,0.598812,0.199604,0.01996,0.01996,19941,4006,0,4053,2015,1.55,19.27,21304,372.78,1628,0.003,0.076,0.039,0.007,0.014,7.6,54.3
310,1417,0.3698,0.2263,4.8839,0.0544,0.0285,101,0.198826,0.600086,0.19752,0.019805,0.019806,15981,2229,0,4043,2012,1.55,19.53,21113,372.78,1626,0.003,0.061,0.045,0.005,0.015,10.7,41.4
310,1395,0.6107,0.3071,4.8516,0.0607,0.0183,100,0.164729,0.544914,0.249955,0.0166,0.016856,15938,3172,0,4046,2000,1.55,19.38,20566,371.87,1619,0.003,0.073,0.054,0.011,0.026,8.8,53.1
310,1394,0.5419,0.2748,4.7894,0.0568,0.0198,102,0.155953,0.533382,0.238192,0.015959,0.016204,22011,6089,0,4023,2007,1.55,19.8,21246,373.68,1659,0.004,0.087,0.059,0.007,0.017,8.1,51.2
310,1403,0.5055,0.2739,4.84,0.0569,0.0231,98,0.202072,0.935224,0.218062,0.015489,0.013138,19969,3727,0,4197,1992,1.55,19.57,21086,370.06,1644,0.004,0.09,0.045,0.008,0.023,7.6,48.7
305,1455,0.33,0.23,4.84,0.052,0.028,107,0.170993,0.550551,0.25269,0.017231,0.017471,14006,553,0,4179,2006,1.525,38.1,22011,373.68,1613,0.004,0.049,0.046,0.009,0.023,7.3,39.2
305,1388,0.3813,0.2356,4.8807,0.0526,0.0275,103,0.173651,0.554461,0.259892,0.017538,0.017787,14021,3898,0,4211,2013,1.525,19.62,20973,370.06,1624,0.005,0.053,0.04,0.008,0.03,7.4,41.6
300,1395,0.607,0.305,4.734,0.0615,0.0192,108,0.176692,0.57772,0.161375,0.016894,0.016903,13981,4493,0,4205,2008,1.5,19.05,21042,370.06,1618,0.005,0.072,0.054,0.013,0.026,8.1,53.5
300,1434,0.37,0.23,4.9,0.051,0.025,112,0.187248,0.587766,0.177819,0.018161,0.018169,19969,5034,0,4185,2005,1.5,21.18,22974,373.68,1604,0.004,0.067,0.059,0.006,0.03,8,43.8
300,1387,0.5205,0.2885,2.0835,0.0575,0.0227,109,0.194243,0.594477,0.189986,0.01917,0.019173,15992,4279,0,4085,2005,1.5,18.28,20556,370.96,1606,0.006,0.083,0.061,0.012,0.03,9.5,50
300,1405,0.67,0.35,0,0.065,0.013,111,0.17982,0.577568,0.170631,0.017766,0.017766,14012,2010,0,4032,2001,1.5,18.22,20561,372.78,1591,0.004,0.089,0.065,0.011,0.019,7.1,56.8
310,1433,0.34,0.23,0,0.054,0.036,101,0.18669,0.585211,0.177581,0.018125,0.018132,13984,4034,0,4028,1820,1.55,18.03,20368,372.78,1632,0.004,0.079,0.043,0.013,0.018,7.3,39.7
300,1425,0.57,0.34,0,0.061,0.015,110,0.187989,0.589962,0.178571,0.018236,0.018243,15939,1012,0,4037,1998,1.5,37.38,21857,371.87,1583,0.005,0.157,0.1,0.023,0.023,2.7,52
310,1403,0.3513,0.2555,0,0.0576,0.0307,101,0.191725,0.590041,0.186339,0.018851,0.018855,15955,5031,0,4054,1959,1.55,44.18,22520,372.78,1601,0.004,0.104,0.055,0.01,0.019,8,40.8
