Mч,Tч,Si_ч,Mn_ч,C_ч,P_ч,S_ч,Mл,Si_л,Mn_л,C_л,P_л,S_л,М_ф1,М_ф2,М_ф3,М_ф3,М_ф3,М_мш,tд,Vд,Мм,Tм,Si_м,Mn_м,C_м,P_м,S_м,tM,Mш
300,1401,0.4883,0.2133,4.76,0.051,0.0235,111,0.188468,0.571757,0.277027,0.019486,0.019712,14910,3980,0,5299,43,1.5,20.05,21804,372.78,1656,0.004,0.082,0.043,0.012,0.024,8.9,48.4
300,1410,0.68,0.35,4.61,0.061,0.011,110,0.194591,0.625455,0.255409,0.019291,0.019132,19986,5372,0,4075,2029,1.5,20.22,22663,371.87,1656,0.004,0.091,0.04,0.011,0.017,9.9,58.9
300,1400,0.5653,0.2293,4.79,0.0518,0.0202,109,0.187242,0.587119,0.179892,0.018418,0.018421,19970,1363,0,4090,2033,1.5,46.2,22272,370.96,1632,0.004,0.067,0.052,0.009,0.023,7.9,52.3
305,1421,0.64,0.33,4.82,0.061,0.012,105,0.185567,0.585229,0.176776,0.018143,0.018147,20985,4892,0,4148,2035,1.525,20.02,22759,371.87,1600,0.004,0.087,0.062,0.009,0.019,8.5,56.4
300,1419,0.5967,0.278,4.7983,0.0562,0.0163,111,0.188726,0.589716,0.181845,0.01858,0.018583,16444,7110,0,4069,2021,1.5,19.43,21801,372.78,1705,0.012,0.088,0.05,0.013,0.02,6.1,54.6
300,1428,0.55,0.2,4.78,0.046,0.026,111,0.173685,0.556405,0.254045,0.017685,0.017913,14031,9307,0,4146,2023,1.5,23.58,22988,372.78,1685,0.003,0.053,0.04,0.009,0.034,7.4,52
300,1418,0.677,0.328,4.4825,0.0592,0.0126,111,0.173059,0.555,0.254512,0.017778,0.018004,16059,2813,0,4166,2019,1.5,18.47,20196,372.78,1646,0.005,0.079,0.054,0.015,0.02,6.9,57.5
300,1382,0.56,0.32,4.59,0.06,0.014,111,0.190881,0.590149,0.184539,0.018709,0.018714,16078,2948,0,4155,2029,1.5,19.57,21335,372.78,1648,0.006,0.103,0.054,0.017,0.024,8.3,52.1
300,1379,0.71,0.31,4.44,0.058,0.016,110,0.187193,0.587727,0.180887,0.018571,0.018571,18044,3353,0,4135,2018,1.5,18.75,21048,371.87,1627,0.004,0.078,0.051,0.011,0.022,8.3,59.6
300,1432,0.57,0.21,4.6,0.047,0.019,110,0.191363,0.592457,0.184709,0.018739,0.018744,16035,3342,0,4135,2029,1.5,18.27,20699,371.87,1660,0.005,0.085,0.047,0.012,0.023,7.9,52.5
300,1400,0.7038,0.2972,4.6503,0.0631,0.017,112,0.19625,0.595045,0.194732,0.019589,0.019589,20049,2813,0,4172,2021,1.5,19.17,21585,373.68,1664,0.005,0.09,0.049,0.011,0.014,7.8,60.1
300,1407,0.45,0.2433,4.74,0.0567,0.0253,110,0.164895,0.546341,0.243347,0.016878,0.017105,16041,2786,0,4142,2029,1.5,18.42,20665,371.87,1654,0.005,0.064,0.037,0.012,0.02,7.9,46
300,1410,0.448,0.2505,4.8165,0.0601,0.0276,112,0.176463,0.55009,0.293963,0.018136,0.018454,14038,0,0,4019,2015,1.5,18.6,20914,373.68,1626,0.006,0.087,0.06,0.014,0.025,8.6,45.7
300,1400,0.5227,0.2783,4.683,0.0641,0.0243,111,0.128231,0.525946,0.094169,0.012022,0.012022,15932,1002,0,4025,1856,1.5,23.22,21462,372.78,1585,0.004,0.108,0.075,0.019,0.014,8.2,48.7
300,1411,0.528,0.262,4.978,0.0566,0.0272,110,0.187673,0.566747,0.30411,0.018619,0.018851,13989,1992,0,4007,1840,1.5,18.92,21057,371.87,1628,0.005,0.11,0.06,0.019,0.029,7.9,49.8
300,1450,0.5,0.2,5,0.046,0.03,112,0.179891,0.557023,0.282534,0.018431,0.018708,15995,0,0,4013,1827,1.5,18.95,21465,373.68,1630,0.005,0.068,0.042,0.017,0.027,7.4,48.6
300,1391,0.64,0.32,4.76,0.066,0.022,112,0.1777,0.575022,0.167591,0.017532,0.017532,15962,0,0,2009,1828,1.5,18.62,20811,373.68,1599,0.004,0.109,0.062,0.02,0.027,8.4,55.2
301,1378,0.44,0.29,4.72,0.07,0.028,105,0.194261,0.593717,0.190299,0.019189,0.019192,16003,3848,0,4077,2018,1.505,20.57,21906,368.24,1780,0.005,0.051,0.022,0.032,0.038,7.1,45.3
300,1432,0.5,0.2,4.85,0.051,0.033,111,0.185679,0.568851,0.272921,0.019177,0.019402,18470,5773,0,4045,2014,1.5,18.88,20985,372.78,1621,0.006,0.066,0.05,0.006,0.015,8,49.8
305,1390,0.4557,0.2797,4.8716,0.0659,0.0239,105,0.184869,0.565214,0.277549,0.019141,0.019379,18451,3524,0,4167,2014,1.525,18.95,21301,371.87,1635,0.004,0.091,0.046,0.012,0.026,7.9,46.6
300,1416,0.51,0.2,4.98,0.05,0.028,110,0.172473,0.554591,0.254418,0.017718,0.017945,18455,5344,0,4064,2014,1.5,18.48,20531,371.87,1626,0.005,0.064,0.041,0.007,0.027,7.6,49.8
300,1414,0.4767,0.2873,4.83,0.0599,0.0199,111,0.192821,0.59348,0.187379,0.018957,0.018961,18433,3738,0,4068,2013,1.5,18.57,20157,372.78,1622,0.003,0.077,0.044,0.008,0.02,7.3,48.5
300,1387,0.43,0.29,4.67,0.062,0.029,108,0.195045,0.595081,0.191915,0.019352,0.019353,18015,0,0,4149,2013,1.5,46.18,22009,370.06,1583,0.003,0.055,0.045,0.009,0.027,7,45
300,1409,0.5527,0.2433,4.66,0.0532,0.0233,111,0.194171,0.595143,0.189594,0.019144,0.019147,20070,3336,0,4143,2011,1.5,18.78,20660,372.78,1666,0.003,0.087,0.037,0.009,0.021,7.3,52.5
300,1423,0.5033,0.28,4.65,0.0593,0.0247,110,0.198502,0.599864,0.197451,0.019825,0.019825,16053,2737,0,4145,2012,1.5,18.87,20377,371.87,1612,0.006,0.065,0.059,0.012,0.021,7.1,49.2
300,1381,0.4,0.28,0,0.067,0.035,111,0.188555,0.588784,0.18298,0.018724,0.018724,14012,2755,0,4155,2003,1.5,18.37,20113,372.78,1643,0.004,0.084,0.035,0.011,0.015,7,43.8
290,1439,0.5,0.21,0,0.049,0.024,91,0.17419,0.550065,0.275584,0.017841,0.01812,14034,2650,0,4171,2008,1.45,18.38,19332,345.57,1644,0.004,0.098,0.06,0.016,0.034,7.1,44
300,1377,0.53,0.33,4.7,0.069,0.02,110,0.177818,0.559091,0.262545,0.018318,0.018545,14024,1639,0,4136,2009,1.5,19.43,20367,371.87,1641,0.004,0.095,0.053,0.018,0.019,7.6,49.7
300,1405,0.586,0.2867,0,0.0564,0.0207,113,0.16196,0.54156,0.252941,0.016441,0.01671,16034,3863,0,4170,2007,1.5,19.43,20387,374.59,1627,0.006,0.078,0.06,0.012,0.02,7.5,53.3
300,1418,0.458,0.276,4.8,0.0582,0.0204,111,0.115892,0.475338,0.265288,0.012216,0.012667,18007,2711,0,4090,2013,1.5,19.2,20077,372.78,1620,0.004,0.066,0.031,0.009,0.013,7.2,45.9
300,1429,0.5,0.21,4.77,0.048,0.021,112,0.159559,0.558399,0.137707,0.015157,0.015163,15996,1993,0,4107,2010,1.5,19.98,20941,373.68,1587,0.003,0.046,0.048,0.006,0.029,6.5,48.6
300,1410,0.44,0.31,4.93,0.068,0.02,110,0.188545,0.565636,0.297636,0.019673,0.019945,14047,2974,0,3973,2017,1.5,17.8,20041,371.87,1656,0.004,0.076,0.042,0.014,0.02,7.3,45.6
300,1441,0.52,0.21,4.8,0.051,0.024,110,0.190345,0.591109,0.183073,0.0186,0.018605,14018,999,0,4040,2007,1.5,18.37,20798,371.87,1649,0.004,0.066,0.041,0.01,0.032,7.3,49.3
300,1438,0.516,0.202,4.772,0.051,0.0242,112,0.19345,0.594576,0.19002,0.019264,0.019264,20056,1994,0,4033,2010,1.5,18.77,20690,373.68,1630,0.004,0.058,0.037,0.009,0.033,6.9,50.6
300,1428,0.77,0.34,4.54,0.065,0.013,110,0.192131,0.592451,0.186313,0.018865,0.01887,14022,5469,0,4034,2006,1.5,18.38,20616,371.87,1620,0.003,0.073,0.046,0.011,0.033,7.3,62.4
300,1428,0.56,0.221,4.766,0.0539,0.0229,110,0.181804,0.561818,0.274211,0.01881,0.019051,15979,4962,0,3986,2013,1.5,18.25,20554,371.87,1609,0.005,0.082,0.058,0.013,0.021,7.6,52
302,1411,0.4951,0.3088,4.7408,0.065,0.0191,110,0.194432,0.596143,0.189777,0.019165,0.019169,21934,0,0,3986,1822,1.51,19.3,21898,373.68,1633,0.003,0.09,0.052,0.012,0.029,7.6,49.3
300,1414,0.49,0.31,4.88,0.064,0.017,111,0.187993,0.570203,0.276582,0.01944,0.019665,15935,0,0,4007,1820,1.5,17.88,20459,372.78,1647,0.003,0.096,0.053,0.013,0.02,7.1,48.1
300,1371,0.48,0.29,4.99,0.067,0.032,111,0.17845,0.568378,0.224541,0.018063,0.018198,19930,0,0,3987,1819,1.5,19.5,22170,372.78,1613,0.004,0.081,0.058,0.009,0.02,7,48
300,1434,0.52,0.22,4.91,0.051,0.023,110,0.18734,0.578579,0.223158,0.018689,0.018798,15988,3305,0,4138,2000,1.5,18.07,19964,371.87,1623,0.005,0.064,0.056,0.01,0.028,7.5,49.9
300,1432,0.52,0.21,4.89,0.049,0.023,112,0.184004,0.566799,0.267933,0.01875,0.018977,17988,2229,0,4116,1999,1.5,18.58,20892,373.68,1636,0.004,0.088,0.057,0.009,0.024,6.5,50.4
300,1421,0.5877,0.2632,4.9383,0.0553,0.0182,111,0.191532,0.574595,0.281622,0.019829,0.020054,18005,3462,0,4103,1995,1.5,18.4,20758,372.78,1651,0.004,0.092,0.04,0.011,0.019,7.9,53.8
300,1396,0.45,0.29,4.73,0.064,0.022,110,0.184986,0.570014,0.252259,0.018718,0.018904,17964,2751,0,4155,2016,1.5,17.9,19653,371.87,1706,0.007,0.078,0.046,0.014,0.033,8.1,46.6
300,1430,0.48,0.21,4.89,0.047,0.025,110,0.181436,0.564382,0.265073,0.018391,0.018624,13967,1900,0,4218,2022,1.5,43.73,21019,371.87,1610,0.003,0.054,0.037,0.009,0.03,7.6,47.3
300,1418,0.575,0.27,4.855,0.054,0.0155,111,0.18368,0.565959,0.268365,0.018721,0.01895,15944,1261,0,4492,2019,1.5,18.6,20960,372.78,1598,0.004,0.1,0.06,0.013,0.027,8,52.5
300,1405,0.4233,0.2633,4.84,0.0607,0.0237,110,0.184077,0.567286,0.269532,0.018764,0.018995,15964,0,0,4053,2025,1.5,18.2,20821,371.87,1679,0.004,0.062,0.039,0.009,0.022,8,44.6
300,1408,0.61,0.32,4.86,0.065,0.015,112,0.179089,0.556982,0.280875,0.018299,0.018577,13966,1134,0,4049,1820,1.5,18.4,20651,373.68,1627,0.004,0.104,0.067,0.018,0.023,7.8,53.9
300,1390,0.45,0.31,4.77,0.067,0.018,111,0.190973,0.592811,0.183766,0.018667,0.018672,15945,0,0,3988,2098,1.5,18.85,21221,372.78,1593,0.003,0.085,0.078,0.012,0.021,8.2,46.2
300,1425,0.5495,0.2915,4.92,0.0594,0.0172,112,0.127543,0.523125,0.093664,0.011957,0.011957,13972,1990,0,3978,2072,1.5,18.3,20659,373.68,1617,0.003,0.052,0.06,0.01,0.026,7.6,50.1
300,1430,0.5793,0.2428,4.746,0.0508,0.0181,111,0.163852,0.544095,0.240665,0.016459,0.016694,13984,989,0,3996,1818,1.5,18.25,20274,372.78,1642,0.004,0.077,0.045,0.013,0.021,7.6,51.9
300,1420,0.626,0.322,4.646,0.0634,0.012,111,0.180343,0.561457,0.264664,0.018483,0.01871,14001,2985,0,3980,1812,1.5,18.43,20902,372.78,1630,0.004,0.121,0.07,0.02,0.018,7.7,54.8
300,1416,0.512,0.2613,4.93,0.056,0.0186,108,0.167867,0.566528,0.152693,0.01643,0.01643,20112,1000,0,4064,2012,1.5,18.57,20637,370.06,1615,0.005,0.091,0.05,0.012,0.024,6.7,49.1
300,1419,0.5553,0.244,4.942,0.0528,0.0192,110,0.150413,0.532426,0.2193,0.01494,0.015173,19964,1999,0,4042,2002,1.5,25.38,20975,371.87,1618,0.003,0.049,0.042,0.003,0.022,6.5,51.4
300,1436,0.5085,0.2155,5.006,0.0488,0.0218,111,0.168173,0.548851,0.247573,0.017241,0.017467,15965,2485,0,3995,2005,1.5,19.08,20952,372.78,1631,0.004,0.062,0.056,0.005,0.017,6.6,49
310,1360,0.4965,0.2126,4.911,0.0515,0.0274,102,0.186463,0.573576,0.240816,0.018869,0.019018,15978,2526,0,3991,1995,1.55,18.42,20474,373.68,1641,0.003,0.064,0.043,0.009,0.023,7.3,47.9
300,1400,0.55,0.32,4.64,0.0655,0.016,112,0.173304,0.561828,0.215334,0.017305,0.017443,17992,2399,0,3969,2010,1.5,19.22,21492,373.68,1682,0.007,0.084,0.104,0.008,0.018,7.1,51.6
300,1406,0.53,0.2517,4.7583,0.0565,0.0208,102,0.19098,0.572941,0.28902,0.019833,0.020078,15981,4504,0,3994,1993,1.5,19.3,21227,364.61,1626,0.004,0.074,0.043,0.011,0.026,7.2,49.1
0,0,0,0,0,0,0,113,0.1864,0.56781,0.272819,0.019255,0.019476,14003,2690,0,3986,1999,0,17.98,19630,102.49,1646,0.005,0.111,0.059,0.037,0.024,7.7,24.3
300,1420,0.5163,0.1982,4.8348,0.0496,0.0258,112,0.1839,0.565045,0.271754,0.018997,0.019225,20000,2182,0,4057,1991,1.5,64.97,22204,373.68,1707,0.003,0.053,0.036,0.006,0.022,6.3,50.5
300,1426,0.416,0.191,4.84,0.0507,0.0286,111,0.193357,0.593995,0.188312,0.019034,0.019038,16388,2974,0,4072,2018,1.5,18.02,20282,372.78,1634,0.005,0.064,0.034,0.008,0.025,6.6,45.1
310,1375,0.4671,0.2703,4.9445,0.0601,0.0255,100,0.177415,0.577556,0.164415,0.017211,0.017216,18093,3431,0,4054,2006,1.55,19.75,21029,371.87,1624,0.004,0.068,0.058,0.009,0.027,7.2,46.4
300,1414,0.474,0.228,4.756,0.054,0.0278,111,0.186477,0.569378,0.272964,0.019108,0.019336,14480,3486,0,4175,2013,1.5,18.72,20411,372.78,1662,0.003,0.062,0.053,0.009,0.035,6.4,47.6
300,1409,0.4703,0.2387,4.8397,0.0576,0.0307,111,0.195667,0.596946,0.192063,0.019351,0.019354,14468,4352,0,4057,1998,1.5,19.4,21005,372.78,1624,0.003,0.057,0.044,0.01,0.03,6.7,47.7
300,1411,0.4295,0.228,4.8245,0.0543,0.0248,110,0.174968,0.56337,0.217721,0.017356,0.017498,14446,5417,0,4069,2004,1.5,19.53,21736,371.87,1593,0.003,0.05,0.054,0.005,0.033,6.6,45.3
305,1386,0.3951,0.2479,4.7505,0.061,0.0299,105,0.185895,0.5682,0.277324,0.019076,0.019317,16148,302,0,4034,2006,1.525,34.97,21846,371.87,1628,0.003,0.058,0.051,0.007,0.017,6.6,42.7
305,1418,0.4977,0.2115,4.8925,0.0518,0.0257,105,0.158862,0.539384,0.236294,0.015893,0.016137,15133,3380,0,4058,2009,1.525,18.4,20485,371.87,1585,0.004,0.045,0.055,0.006,0.03,7.8,47.7
305,1380,0.55,0.27,4.91,0.062,0.025,105,0.159698,0.559647,0.137624,0.015163,0.015169,14049,3929,0,4311,2003,1.525,18.45,20703,371.87,1611,0.003,0.054,0.043,0.008,0.038,6.9,50.3
305,1378,0.62,0.28,4.72,0.061,0.027,104,0.189019,0.588288,0.181327,0.018442,0.018448,13976,1964,0,4018,1851,1.525,18.82,21157,370.96,1620,0.003,0.069,0.065,0.011,0.037,6.8,53.7
305,1405,0.4731,0.2731,4.6548,0.0604,0.023,106,0.1745,0.554745,0.257519,0.017481,0.017725,14067,3478,0,3994,1848,1.525,18.53,20735,372.78,1627,0.002,0.094,0.062,0.016,0.028,6.9,46.7
310,1386,0.5265,0.2979,4.7803,0.0616,0.0262,100,0.18519,0.56661,0.28119,0.01903,0.019283,13956,3909,0,4005,2071,1.55,18.27,20673,371.87,1630,0.003,0.085,0.061,0.015,0.032,7,49
300,1425,0.41,0.2,4.86,0.047,0.026,112,0.176223,0.558241,0.254795,0.017652,0.017883,13957,2037,0,4049,2017,1.5,17.98,20142,373.68,1718,0.004,0.06,0.036,0.011,0.033,5,44.1
300,1425,0.5827,0.2427,4.67,0.0539,0.0201,111,0.168169,0.549329,0.244943,0.016908,0.017139,13994,2014,0,3981,1828,1.5,18.68,20806,372.78,1605,0.011,0.067,0.049,0.01,0.034,5.1,52.3
300,1415,0.501,0.282,4.67,0.0596,0.019,81,0.127842,0.524352,0.093884,0.011985,0.011985,19950,4986,0,4026,1830,1.5,17.42,19626,345.57,1685,0.003,0.106,0.048,0.009,0.021,6.2,43.6
300,1445,0.45,0.2,0,0.043,0.021,110,0.181255,0.563836,0.264891,0.018373,0.018605,13970,2991,0,4027,1826,1.5,18.1,20294,371.87,1584,0.005,0.078,0.05,0.011,0.029,6.6,45.9
310,1401,0.47,0.29,4.74,0.065,0.025,71,0.128541,0.527218,0.094397,0.012051,0.012051,21991,3869,0,4015,1979,1.55,18.48,20486,345.57,1613,0.003,0.081,0.048,0.005,0.01,5.9,41.3
300,1388,0.5047,0.3073,4.8093,0.0685,0.0276,111,0.179776,0.579744,0.167596,0.017427,0.017433,17992,1024,0,4038,1929,1.5,18.58,20445,372.78,1608,0.004,0.056,0.043,0.008,0.027,5.7,49.1
295,1412,0.4881,0.2059,4.84,0.048,0.0218,81,0.128,0.525,0.094,0.012,0.012,20090,1998,0,4032,1968,1.475,18.6,19702,341.03,1672,0.003,0.087,0.041,0.008,0.013,5.9,42.2
300,1416,0.6907,0.2563,4.8817,0.0556,0.0181,110,0.117527,0.482045,0.249945,0.012245,0.012655,16083,4690,0,4000,1989,1.5,18.22,19946,371.87,1618,0.004,0.048,0.035,0.007,0.037,6.6,57.3
300,1372,0.5442,0.2942,4.8775,0.0637,0.029,113,0.186962,0.567627,0.273015,0.019214,0.019437,16091,3531,0,4073,1980,1.5,18.72,20787,374.59,1692,0.003,0.058,0.036,0.011,0.019,6.7,51.7
300,1403,0.5067,0.2,4.7827,0.0481,0.0233,110,0.16168,0.541568,0.238958,0.016529,0.016756,16081,1409,0,4060,1990,1.5,18.43,20438,371.87,1618,0.006,0.059,0.04,0.008,0.018,6.1,48.5
300,1430,0.57,0.214,0,0.0502,0.0236,113,0.184177,0.566881,0.269212,0.019,0.019221,16015,2990,0,4034,1989,1.5,40.13,21157,374.59,1651,0.004,0.067,0.04,0.012,0.02,5.4,52.8
300,1384,0.59,0.29,0,0.066,0.029,76,0.128674,0.527763,0.094495,0.012063,0.012063,19740,1384,0,4062,2018,1.5,18.67,18960,341.03,1674,0.004,0.099,0.029,0.01,0.009,5.3,46.6
305,1394,0.5702,0.2426,4.8541,0.0551,0.0251,107,0.184287,0.565688,0.273577,0.018915,0.019151,15444,4667,0,4062,1991,1.525,19.43,21255,373.68,1603,0.005,0.089,0.072,0.012,0.027,6.2,52.4
305,1438,0.59,0.2,4.83,0.047,0.02,106,0.189668,0.577783,0.244155,0.019342,0.019483,15198,3398,0,4069,2006,1.525,18.77,19432,372.78,1653,0.004,0.107,0.058,0.011,0.022,6.3,53
305,1419,0.48,0.21,4.87,0.048,0.027,104,0.181854,0.562644,0.273888,0.01881,0.01905,14104,3707,0,4060,2011,1.525,18.47,20364,370.96,1615,0.003,0.083,0.059,0.01,0.031,6.2,46.9
305,1378,0.6559,0.3064,4.7726,0.0604,0.0197,105,0.210475,1.122046,0.207512,0.013657,0.010031,18000,286,0,4019,2007,1.525,39.97,21192,371.87,1623,0.003,0.096,0.06,0.014,0.025,6.1,56.5
310,1362,0.49,0.29,4.81,0.064,0.023,104,0.217907,1.273577,0.191036,0.012305,0.007611,15945,2824,0,4069,2003,1.55,19.28,21070,375.5,1606,0.003,0.062,0.055,0.006,0.022,6.1,48.6
310,1387,0.5516,0.2805,4.7747,0.061,0.0221,98,0.196588,0.597245,0.194784,0.019616,0.019616,14928,3805,0,4070,2009,1.55,18.13,20350,370.06,1653,0.004,0.081,0.05,0.01,0.028,6.3,50.2
305,1389,0.5316,0.2943,4.7739,0.0636,0.0229,105,0.175276,0.556714,0.263067,0.018067,0.018305,19948,4335,0,4116,2003,1.525,18.72,20987,371.87,1625,0.004,0.089,0.052,0.009,0.025,6.3,50.6
300,1429,0.4783,0.2,4.85,0.0458,0.0211,111,0.194768,0.639,0.182642,0.018628,0.018301,16048,3331,0,4043,2012,1.5,18.83,20809,372.78,1618,0.003,0.072,0.038,0.009,0.016,10.1,48.2
300,1416,0.4333,0.2,5.0333,0.046,0.024,111,0.127885,0.524527,0.093915,0.011989,0.011989,16071,3993,0,4060,2011,1.5,19.48,20832,372.78,1616,0.003,0.052,0.036,0.005,0.016,10.4,44.8
300,1404,0.618,0.3075,4.9862,0.0585,0.0158,112,0.18977,0.588728,0.182734,0.018557,0.018562,16053,5006,0,4030,2012,1.5,19.82,21440,373.68,1639,0.004,0.092,0.044,0.011,0.02,11.1,55.4
300,1371,0.59,0.35,4.67,0.067,0.016,110,0.19142,0.592187,0.185856,0.018877,0.01888,16077,1986,0,4015,2007,1.5,19.3,21366,371.87,1639,0.005,0.077,0.056,0.011,0.028,10.7,53.2
300,1437,0.46,0.19,4.98,0.046,0.026,111,0.195486,0.596405,0.191883,0.019333,0.019336,16076,3220,0,4014,2008,1.5,18.68,20320,372.78,1619,0.003,0.059,0.047,0.009,0.026,10.2,47.3
305,1412,0.61,0.35,4.83,0.065,0.015,106,0.192457,0.591224,0.187438,0.018946,0.01895,20057,2018,0,4010,2009,1.525,18.93,21066,372.78,1635,0.003,0.071,0.045,0.01,0.031,9.9,54.6
305,1385,0.5344,0.3044,4.8,0.0657,0.0196,105,0.172735,0.571329,0.157377,0.016636,0.016642,16070,4188,0,4013,2010,1.525,19.18,20997,371.87,1623,0.003,0.058,0.041,0.008,0.022,10,50
305,1425,0.5312,0.281,4.9,0.059,0.0205,105,0.194341,0.595122,0.190607,0.019258,0.01926,19939,3036,0,4095,2009,1.525,19.67,21615,371.87,1661,0.004,0.093,0.042,0.009,0.021,9.9,50.7
305,1437,0.5,0.2,0,0.049,0.023,105,0.194353,0.59536,0.189896,0.019169,0.019172,16125,4723,0,4091,2000,1.525,19.83,21745,371.87,1664,0.003,0.079,0.045,0.011,0.024,10.9,48.8
305,1400,0.4402,0.2889,4.8846,0.0657,0.0273,107,0.194944,0.59515,0.191206,0.019271,0.019274,19963,3068,0,4082,2006,1.525,18.82,20871,373.68,1631,0.004,0.071,0.043,0.006,0.027,10.3,46.5
300,1412,0.39,0.3,4.84,0.064,0.024,113,0.195333,0.593717,0.192536,0.019366,0.019368,16134,3837,0,4080,2009,1.5,19.13,20776,374.59,1620,0.004,0.068,0.049,0.008,0.025,11.4,44.3
305,1391,0.4897,0.2451,4.7912,0.0562,0.0244,103,0.173982,0.574934,0.158516,0.016743,0.016749,16138,3521,0,4093,2008,1.525,17.95,19497,370.06,1616,0.003,0.095,0.074,0.014,0.034,9.5,47.3
300,1429,0.42,0.19,4.88,0.047,0.029,105,0.184066,0.585157,0.174207,0.017968,0.017972,16147,4114,0,4074,2021,1.5,18.78,20298,367.34,1603,0.004,0.065,0.066,0.004,0.024,11.1,44.1
305,1392,0.44,0.2,4.74,0.046,0.023,106,0.174961,0.574599,0.159818,0.016798,0.016805,15118,4083,0,4078,2020,1.525,18.93,20992,372.78,1629,0.003,0.076,0.052,0.008,0.03,10,45.3
310,1417,0.43,0.19,0,0.05,0.029,100,0.2348,0.5692,0.6528,0.02428,0.02008,15100,4711,0,4079,2019,1.55,18.97,21357,371.87,1653,0.003,0.082,0.055,0.01,0.032,10.8,45.2
310,1398,0.449,0.2526,4.801,0.0603,0.0254,102,0.156612,0.555956,0.135845,0.015173,0.015173,16109,4404,0,4084,2014,1.55,18.37,20276,373.68,1614,0.004,0.08,0.044,0.01,0.028,10.6,45.3
310,1432,0.4045,0.2026,4.7729,0.0516,0.0291,103,0.193035,0.594111,0.187598,0.018979,0.018983,19952,3968,0,4091,2012,1.55,19.43,21778,374.59,1609,0.005,0.146,0.12,0.004,0.024,11.6,44.4
310,1388,0.5455,0.28,4.861,0.0633,0.022,102,0.128502,0.527059,0.094369,0.012047,0.012047,16109,1576,0,4149,2011,1.55,19.07,20399,373.68,1599,0.004,0.065,0.046,0.01,0.043,9.2,49.4
310,1418,0.43,0.19,4.96,0.048,0.027,103,0.194264,0.596082,0.189448,0.019139,0.019142,12074,2316,0,4120,2020,1.55,18.28,20118,374.59,1646,0.004,0.087,0.048,0.02,0.031,9.3,44.2
300,1403,0.67,0.3,4.7,0.061,0.018,109,0.190624,0.592128,0.183284,0.018624,0.018629,18003,2894,0,4173,1915,1.5,18.67,21131,370.96,1618,0.004,0.079,0.064,0.01,0.022,9.2,57.4
300,1440,0.38,0.19,4.86,0.047,0.029,110,0.194453,0.593194,0.190889,0.019232,0.019235,17954,0,0,3981,1831,1.5,35.82,21961,371.87,1608,0.003,0.068,0.048,0.008,0.036,9.7,42.9
315,1420,0.37,0.18,4.91,0.045,0.031,100,0.186188,0.587158,0.175828,0.018,0.018008,13960,1071,0,4029,1838,1.575,18.32,20697,376.41,1612,0.004,0.104,0.059,0.011,0.02,9.9,40.9
300,1400,0.66,0.29,4.727,0.062,0.0186,100,0.18225,0.582397,0.170992,0.017672,0.017678,19977,2042,0,4065,2063,1.5,23.42,22219,362.8,1586,0.003,0.048,0.063,0.005,0.025,7.9,55.3
300,1415,0.6208,0.29,4.6822,0.062,0.019,111,0.184658,0.583811,0.173847,0.01782,0.017828,13966,5101,0,4056,1847,1.5,18.5,20925,372.78,1628,0.004,0.095,0.063,0.017,0.023,9.1,55
290,1408,0.67,0.29,4.81,0.06,0.017,90,0.128,0.525,0.094,0.012,0.012,27902,1005,0,4062,1825,1.45,29.95,21212,344.66,1641,0.005,0.091,0.038,0.015,0.015,8.1,53.1
290,1418,0.3779,0.2359,4.7014,0.0615,0.0358,89,0.128431,0.52677,0.094317,0.01204,0.01204,23925,2038,0,4072,1824,1.45,18.62,21183,343.75,1668,0.003,0.053,0.065,0.003,0.018,8.1,38.5
290,1418,0.609,0.2793,4.9021,0.0601,0.0207,93,0.127312,0.522177,0.093495,0.011935,0.011935,23912,2985,0,4052,1825,1.45,18.6,21107,347.38,1603,0.005,0.083,0.054,0.005,0.013,7.9,50.4
300,1395,0.59,0.31,4.92,0.066,0.019,111,0.189434,0.588393,0.182155,0.018508,0.018514,21849,3944,0,4062,2001,1.5,19.92,21886,372.78,1611,0.004,0.064,0.037,0.008,0.026,8.3,54.6
305,1409,0.55,0.27,4.89,0.059,0.021,106,0.178654,0.577656,0.166707,0.017379,0.017383,16099,3381,0,4070,2004,1.525,18.87,19534,372.78,1620,0.004,0.095,0.048,0.013,0.021,9,51
305,1417,0.52,0.19,4.65,0.048,0.026,105,0.193333,0.593429,0.190095,0.019257,0.019257,16116,4358,0,4076,2001,1.525,18.88,20943,371.87,1609,0.004,0.076,0.058,0.008,0.022,9.3,49.7
305,1438,0.38,0.19,4.84,0.046,0.029,105,0.19254,0.591289,0.187588,0.018958,0.018962,16158,4015,0,4064,2017,1.525,19.37,21728,371.87,1626,0.003,0.075,0.044,0.008,0.019,8.8,42.6
300,1391,0.5737,0.2837,4.7713,0.0605,0.0242,111,0.190271,0.591402,0.182812,0.018581,0.018587,16144,3710,0,4099,2011,1.5,18.37,22670,372.78,1572,0.004,0.08,0.055,0.01,0.031,8.7,52.9
305,1400,0.61,0.2412,4.7116,0.0557,0.0212,106,0.162653,0.561198,0.142468,0.015517,0.015523,16143,4799,0,4079,2011,1.525,20.05,22608,372.78,1606,0.004,0.077,0.056,0.01,0.029,8.3,53.9
